code_name,Molecule,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,xtbjson
mol_1073,Diethyl phthalate ,-3.016,1,222.24,0,1,4,52.6,-2.35,CCOC(=O)c1ccccc1C(=O)OCC,QDESCP/boltz/mol_1073_rdkit_boltz.json
mol_1074,2-Methylpropan-1-ol,-0.672,1,74.123,1,0,1,20.23,0.1,CC(C)CO,QDESCP/boltz/mol_1074_rdkit_boltz.json
mol_1075,Isobutylbenzene,-3.57,1,134.222,0,1,2,0.0,-4.12,CC(C)Cc1ccccc1,QDESCP/boltz/mol_1075_rdkit_boltz.json
mol_1076,Diiodomethane,-2.958,1,267.835,0,0,0,0.0,-2.34,ICI,QDESCP/boltz/mol_1076_rdkit_boltz.json
mol_1077,4-Heptanol,-1.678,1,116.204,1,0,4,20.23,-1.4,CCCC(O)CCC,QDESCP/boltz/mol_1077_rdkit_boltz.json
mol_1078,Pentyl acetate,-1.833,1,130.187,0,0,4,26.3,-1.89,CCCCCOC(=O)C,QDESCP/boltz/mol_1078_rdkit_boltz.json
mol_1079,"2,3,5,6-Tetrachlorophenol",-4.203,1,231.893,1,1,0,20.23,-3.37,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,QDESCP/boltz/mol_1079_rdkit_boltz.json
mol_1080,Propylbenzene ,-3.281,1,120.195,0,1,2,0.0,-3.37,CCCc1ccccc1,QDESCP/boltz/mol_1080_rdkit_boltz.json
mol_1081,"1,2-Dichlorotetrafluoroethane",-2.697,1,170.92,0,0,1,0.0,-2.74,FC(F)(Cl)C(F)(F)Cl,QDESCP/boltz/mol_1081_rdkit_boltz.json
mol_1082,2-butenal,-0.604,1,70.091,0,0,1,17.07,0.32,CC=CC=O,QDESCP/boltz/mol_1082_rdkit_boltz.json
mol_1083,tetramethylurea,-0.495,1,116.164,0,0,0,23.55,0.94,CN(C)C(=O)N(C)C ,QDESCP/boltz/mol_1083_rdkit_boltz.json
mol_1084,"1,2,4,5-Tetramethylbenzene",-3.664,1,134.222,0,1,0,0.0,-4.59,Cc1cc(C)c(C)cc1C,QDESCP/boltz/mol_1084_rdkit_boltz.json
mol_1085,norethindrone acetate,-4.241,1,340.463,0,4,1,43.37,-4.8,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,QDESCP/boltz/mol_1085_rdkit_boltz.json
mol_1086,Ditalimfos,-3.992,1,299.288,0,2,5,55.84,-3.35,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,QDESCP/boltz/mol_1086_rdkit_boltz.json
mol_1087,salicylanilide,-3.782,1,213.236,2,2,2,49.33,-3.59,c1ccccc1NC(=O)c2c(O)cccc2,QDESCP/boltz/mol_1087_rdkit_boltz.json
mol_1088,Sulfallate,-3.254,1,223.794,0,0,4,3.24,-3.39,CCN(CC)C(=S)SCC(Cl)=C,QDESCP/boltz/mol_1088_rdkit_boltz.json
mol_1089,Chloroethane,-1.165,1,64.515,0,0,0,0.0,-1.06,ClCC,QDESCP/boltz/mol_1089_rdkit_boltz.json
mol_1090,Mefluidide,-3.165,1,310.297,2,1,3,75.27,-3.24,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,QDESCP/boltz/mol_1090_rdkit_boltz.json
mol_1091,Piperine,-3.659,1,285.343,0,3,3,38.77,-3.46,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,QDESCP/boltz/mol_1091_rdkit_boltz.json
mol_1092,cis-2-Pentene,-2.076,1,70.135,0,0,1,0.0,-2.54,CC/C=C\C,QDESCP/boltz/mol_1092_rdkit_boltz.json
mol_1093,thiofanox,-2.7,1,218.322,1,0,3,50.69,-1.62,CNC(=O)ON=C(CSC)C(C)(C)C ,QDESCP/boltz/mol_1093_rdkit_boltz.json
mol_1094,Cyclooctyl-5-spirobarbituric acid,-2.284,1,224.26,2,2,0,75.27,-2.982,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,QDESCP/boltz/mol_1094_rdkit_boltz.json
mol_1095,butacarb,-4.642,1,263.381,1,1,1,38.33,-4.24,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,QDESCP/boltz/mol_1095_rdkit_boltz.json
mol_1096,Eriodictyol,-3.152,1,288.255,4,3,1,107.22,-3.62,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,QDESCP/boltz/mol_1096_rdkit_boltz.json
mol_1097,Benzophenone,-3.612,1,182.222,0,2,2,17.07,-3.12,O=C(c1ccccc1)c2ccccc2,QDESCP/boltz/mol_1097_rdkit_boltz.json
mol_1098,Eicosane,-7.576,1,282.556,0,0,17,0.0,-8.172,CCCCCCCCCCCCCCCCCCCC,QDESCP/boltz/mol_1098_rdkit_boltz.json
mol_1099,hydrazobenzene,-3.492,2,184.242,2,2,3,24.06,-2.92,N(Nc1ccccc1)c2ccccc2 ,QDESCP/boltz/mol_1099_rdkit_boltz.json
mol_1100,2-Ethyl-1-butanol,-1.381,1,102.177,1,0,3,20.23,-1.17,CCC(CC)CO,QDESCP/boltz/mol_1100_rdkit_boltz.json
mol_1101,4-hydroxypyridine,-1.655,1,95.101,1,1,0,33.12,1.02,Oc1ccncc1,QDESCP/boltz/mol_1101_rdkit_boltz.json
mol_1102,"cis 1,2-Dichloroethylene",-1.561,1,96.944,0,0,0,0.0,-1.3,Cl\C=C/Cl,QDESCP/boltz/mol_1102_rdkit_boltz.json
mol_1103,Methylcyclopentane,-2.452,1,84.162,0,1,0,0.0,-3.3,CC1CCCC1,QDESCP/boltz/mol_1103_rdkit_boltz.json
mol_1104,4-Methyl-2-pentanol,-1.308,1,102.177,1,0,2,20.23,-0.8,CC(C)CC(C)O,QDESCP/boltz/mol_1104_rdkit_boltz.json
mol_1105,RTI 11,-3.125,1,254.289,1,3,0,55.56,-3.928,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,QDESCP/boltz/mol_1105_rdkit_boltz.json
mol_1106,"2,2-Dimethylpropanol",-1.011,1,88.15,1,0,0,20.23,-0.4,CC(C)(C)CO,QDESCP/boltz/mol_1106_rdkit_boltz.json
mol_1107,Triadimefon,-4.132,1,293.754,0,2,4,57.01,-3.61,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,QDESCP/boltz/mol_1107_rdkit_boltz.json
mol_1108,Isocarboxazid,-2.251,1,231.255,2,2,4,67.16,-2.461,Cc1cc(no1)C(=O)NNCc2ccccc2,QDESCP/boltz/mol_1108_rdkit_boltz.json
mol_1109,Propylene,-1.235,1,42.081,0,0,0,0.0,-1.08,CC=C,QDESCP/boltz/mol_1109_rdkit_boltz.json
mol_1110,Dichlorophen,-4.924,1,269.127,2,2,2,40.46,-3.953,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,QDESCP/boltz/mol_1110_rdkit_boltz.json
mol_1111,Desmedipham,-4.182,1,300.314,2,2,4,76.66,-4.632,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,QDESCP/boltz/mol_1111_rdkit_boltz.json
mol_1112,Anthraquinone,-3.34,1,208.216,0,3,0,34.14,-5.19,O=C1c2ccccc2C(=O)c3ccccc13,QDESCP/boltz/mol_1112_rdkit_boltz.json
mol_1113,2-Octanol,-2.033,1,130.231,1,0,5,20.23,-2.09,CCCCCCC(C)O,QDESCP/boltz/mol_1113_rdkit_boltz.json
mol_1114,Oxycarboxin,-2.169,1,267.306,1,2,2,72.47,-2.281,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,QDESCP/boltz/mol_1114_rdkit_boltz.json
mol_1115,Butylbenzene,-3.585,1,134.222,0,1,3,0.0,-4.06,CCCCc1ccccc1,QDESCP/boltz/mol_1115_rdkit_boltz.json
mol_1116,parabanic acid,1.091,1,114.06,2,1,0,75.27,-0.4,O=C1NC(=O)C(=O)N1 ,QDESCP/boltz/mol_1116_rdkit_boltz.json
mol_1117,Abate,-6.678,1,466.479,0,2,10,55.38,-6.237,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,QDESCP/boltz/mol_1117_rdkit_boltz.json
mol_1118,Chlorthalidone,-2.564,1,338.772,3,3,2,109.49,-3.451,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,QDESCP/boltz/mol_1118_rdkit_boltz.json
mol_1119,Isobutyl acetate,-1.463,1,116.16,0,0,2,26.3,-1.21,CC(C)COC(=O)C,QDESCP/boltz/mol_1119_rdkit_boltz.json
mol_1120,"2,2,3-Trimethylbutane",-2.922,1,100.205,0,0,0,0.0,-4.36,CC(C)C(C)(C)C,QDESCP/boltz/mol_1120_rdkit_boltz.json
mol_1121,"2,3,3',4,4'6-PCB",-7.746,1,395.327,0,2,1,0.0,-7.66,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,QDESCP/boltz/mol_1121_rdkit_boltz.json
mol_1122,Phthalonitrile,-1.717,1,128.134,0,1,0,47.58,-2.38,N#Cc1ccccc1C#N,QDESCP/boltz/mol_1122_rdkit_boltz.json
mol_1123,m-Nitrotoluene,-2.64,1,137.138,0,1,1,43.14,-2.44,Cc1cccc(c1)N(=O)=O,QDESCP/boltz/mol_1123_rdkit_boltz.json
mol_1124,halothane,-2.608,1,197.381,0,0,0,0.0,-1.71,FC(F)(F)C(Cl)Br ,QDESCP/boltz/mol_1124_rdkit_boltz.json
mol_1125,Oxamyl,-0.908,1,219.266,1,0,1,71.0,0.106,CNC(=O)ON=C(SC)C(=O)N(C)C,QDESCP/boltz/mol_1125_rdkit_boltz.json
mol_1126,Thiometon,-3.323,1,246.359,0,0,7,18.46,-3.091,CCSCCSP(=S)(OC)OC,QDESCP/boltz/mol_1126_rdkit_boltz.json
mol_1127,2-Methylbutane,-2.245,1,72.151,0,0,1,0.0,-3.18,CCC(C)C,QDESCP/boltz/mol_1127_rdkit_boltz.json
mol_1128,Stirofos,-4.32,1,365.964,0,1,5,44.76,-4.522,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,QDESCP/boltz/mol_1128_rdkit_boltz.json
